,donor,transconjugant
0,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
1,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
2,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
3,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
4,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
5,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
6,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
7,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
8,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
9,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
10,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
11,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
12,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
13,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
14,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
15,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
16,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
17,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
18,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
19,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
20,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
21,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
22,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
23,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
24,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
25,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
26,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
27,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
28,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
29,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
30,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
31,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
32,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
33,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
34,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
35,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
36,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
37,"{PetriNet('donor_0_net'): 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
38,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
39,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
40,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
41,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
42,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
43,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
44,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
45,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
46,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
47,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
48,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
49,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
50,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
51,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 5, 'R_plasmid_strand_molecule': 1, 'R_plasmid_molecule': 1}",{PetriNet('transconjugant_0_net'): 1}
52,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'pilus_molecule': 1, 'R_plasmid_strand_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_strand_molecule': 1}"
53,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_molecule': 1}"
54,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
55,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
56,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
57,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
58,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
59,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'pilus_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
60,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1, 'pilus_molecule': 2}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
61,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1, 'pilus_molecule': 3}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
62,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1, 'pilus_molecule': 3}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
63,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
64,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
65,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
66,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_molecule': 1}"
67,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
68,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'pilus_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
69,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'pilus_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_molecule': 1}"
70,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1, 'pilus_molecule': 2}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
71,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'pilus_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
72,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'pilus_molecule': 1, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
73,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_molecule': 1}"
74,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
75,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
76,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
77,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
78,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
79,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
80,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
81,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
82,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
83,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
84,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
85,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
86,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
87,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
88,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
89,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
90,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
91,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
92,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
93,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
94,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
95,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
96,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
97,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
98,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
99,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
100,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
101,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
102,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
103,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
104,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
105,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
106,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
107,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
108,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_plasmid_molecule': 1}"
109,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 1, 'R_plasmid_molecule': 1}"
110,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
111,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
112,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
113,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
114,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
115,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
116,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
117,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
118,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
119,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
120,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
121,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
122,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
123,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
124,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
125,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}"
126,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
127,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
128,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
129,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
130,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 8, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
131,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
132,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 7, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
133,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
134,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
135,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
136,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
137,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
138,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
139,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 6, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
140,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
141,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 5, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
142,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
143,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
144,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 4, 'R_plasmid_molecule': 1}"
145,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
146,"{PetriNet('donor_0_net'): 1, 'R_protein_molecule': 2, 'R_plasmid_molecule': 1}","{PetriNet('transconjugant_0_net'): 1, 'R_protein_molecule': 3, 'R_plasmid_molecule': 1}"
