,victim
912,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4827, 'TH_molecule': 5059, 'B_molecule': 5491, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1022, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
913,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4835, 'TH_molecule': 5057, 'B_molecule': 5490, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1023, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
914,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4834, 'TH_molecule': 5055, 'B_molecule': 5499, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1024, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
915,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4833, 'TH_molecule': 5054, 'B_molecule': 5507, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1025, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
916,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4842, 'TH_molecule': 5062, 'B_molecule': 5507, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1025, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
917,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4842, 'TH_molecule': 5060, 'B_molecule': 5515, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1026, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
918,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4850, 'TH_molecule': 5067, 'B_molecule': 5523, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1027, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
919,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4858, 'TH_molecule': 5066, 'B_molecule': 5522, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1028, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
920,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4866, 'TH_molecule': 5074, 'B_molecule': 5531, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1029, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
921,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4874, 'TH_molecule': 5081, 'B_molecule': 5540, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1030, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
922,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4882, 'TH_molecule': 5088, 'B_molecule': 5548, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1031, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
923,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4890, 'TH_molecule': 5096, 'B_molecule': 5556, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1032, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
924,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4889, 'TH_molecule': 5104, 'B_molecule': 5555, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1033, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
925,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4897, 'TH_molecule': 5111, 'B_molecule': 5563, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1034, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
926,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4906, 'TH_molecule': 5119, 'B_molecule': 5571, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1034, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
927,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4915, 'TH_molecule': 5127, 'B_molecule': 5579, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1034, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
928,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4923, 'TH_molecule': 5134, 'B_molecule': 5587, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1035, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
929,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4931, 'TH_molecule': 5132, 'B_molecule': 5596, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1036, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
930,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4931, 'TH_molecule': 5139, 'B_molecule': 5604, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1037, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
931,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4931, 'TH_molecule': 5146, 'B_molecule': 5612, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1038, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
932,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4930, 'TH_molecule': 5153, 'B_molecule': 5620, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1039, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
933,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4938, 'TH_molecule': 5160, 'B_molecule': 5628, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1040, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
934,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4946, 'TH_molecule': 5167, 'B_molecule': 5636, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1041, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
935,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4954, 'TH_molecule': 5174, 'B_molecule': 5645, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1042, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
936,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4954, 'TH_molecule': 5182, 'B_molecule': 5645, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1042, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
937,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4962, 'TH_molecule': 5190, 'B_molecule': 5653, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1042, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
938,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4961, 'TH_molecule': 5197, 'B_molecule': 5661, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1043, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
939,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4969, 'TH_molecule': 5195, 'B_molecule': 5669, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1044, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
940,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4977, 'TH_molecule': 5202, 'B_molecule': 5677, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1045, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
941,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4985, 'TH_molecule': 5209, 'B_molecule': 5685, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1046, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
942,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4984, 'TH_molecule': 5216, 'B_molecule': 5693, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1047, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
943,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 4992, 'TH_molecule': 5215, 'B_molecule': 5701, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1048, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
944,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5001, 'TH_molecule': 5223, 'B_molecule': 5710, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1049, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
945,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5010, 'TH_molecule': 5230, 'B_molecule': 5719, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1050, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
946,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5018, 'TH_molecule': 5237, 'B_molecule': 5727, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1051, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
947,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5017, 'TH_molecule': 5235, 'B_molecule': 5726, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1052, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
948,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5016, 'TH_molecule': 5243, 'B_molecule': 5725, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1052, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
949,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5024, 'TH_molecule': 5251, 'B_molecule': 5733, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1053, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
950,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5032, 'TH_molecule': 5258, 'B_molecule': 5732, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1054, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
951,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5032, 'TH_molecule': 5265, 'B_molecule': 5740, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1055, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
952,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5040, 'TH_molecule': 5272, 'B_molecule': 5748, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1056, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
953,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5048, 'TH_molecule': 5280, 'B_molecule': 5756, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1056, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
954,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5056, 'TH_molecule': 5289, 'B_molecule': 5764, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1056, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
955,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5064, 'TH_molecule': 5297, 'B_molecule': 5772, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1056, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
956,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5063, 'TH_molecule': 5306, 'B_molecule': 5780, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1056, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
957,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5072, 'TH_molecule': 5313, 'B_molecule': 5780, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1057, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
958,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5080, 'TH_molecule': 5320, 'B_molecule': 5788, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1058, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
959,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5089, 'TH_molecule': 5327, 'B_molecule': 5796, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1059, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
960,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5098, 'TH_molecule': 5325, 'B_molecule': 5804, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1060, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
961,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5106, 'TH_molecule': 5333, 'B_molecule': 5803, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1060, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
962,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5114, 'TH_molecule': 5340, 'B_molecule': 5802, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1061, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
963,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5123, 'TH_molecule': 5347, 'B_molecule': 5810, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1062, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
964,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5132, 'TH_molecule': 5345, 'B_molecule': 5818, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1063, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
965,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5140, 'TH_molecule': 5353, 'B_molecule': 5827, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1063, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
966,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5148, 'TH_molecule': 5360, 'B_molecule': 5835, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1064, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
967,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5147, 'TH_molecule': 5367, 'B_molecule': 5843, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1065, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
968,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5155, 'TH_molecule': 5366, 'B_molecule': 5851, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1065, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
969,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5163, 'TH_molecule': 5373, 'B_molecule': 5860, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1066, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
970,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5171, 'TH_molecule': 5380, 'B_molecule': 5868, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1067, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
971,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5180, 'TH_molecule': 5388, 'B_molecule': 5876, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1067, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
972,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5179, 'TH_molecule': 5395, 'B_molecule': 5884, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1068, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
973,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5187, 'TH_molecule': 5393, 'B_molecule': 5892, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1069, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
974,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5195, 'TH_molecule': 5391, 'B_molecule': 5891, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1070, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
975,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5203, 'TH_molecule': 5389, 'B_molecule': 5899, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1071, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
976,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5203, 'TH_molecule': 5396, 'B_molecule': 5907, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1072, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
977,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5211, 'TH_molecule': 5403, 'B_molecule': 5915, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1073, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
978,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5219, 'TH_molecule': 5402, 'B_molecule': 5924, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1074, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
979,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5227, 'TH_molecule': 5409, 'B_molecule': 5933, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1075, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
980,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5226, 'TH_molecule': 5417, 'B_molecule': 5941, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1075, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
981,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5225, 'TH_molecule': 5425, 'B_molecule': 5949, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1076, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
982,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5233, 'TH_molecule': 5433, 'B_molecule': 5957, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1076, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
983,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5232, 'TH_molecule': 5440, 'B_molecule': 5956, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1077, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
984,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5241, 'TH_molecule': 5448, 'B_molecule': 5955, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1077, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
985,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5249, 'TH_molecule': 5447, 'B_molecule': 5963, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1078, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
986,"{PetriNet('hs_0_net'): 1, 'MP_molecule': 5257, 'TH_molecule': 5454, 'B_molecule': 5962, 'B_ACTIVE_molecule': 786, 'VOID_molecule': 263, 'MP_ACTIVE_molecule': 180, 'TH_ACTIVE_molecule': 1079, 'B_MEMORY_molecule': 630, 'B_PLASMA_molecule': 2495, 'MP_ANTIGEN_molecule': 9}"
